time_seconds,time_minutes,linear_extrusion_rate_mm_s,volumetric_extrusion_rate_mm3_s,filament_extruded_mm,feedrate_mm_min,movement_distance_mm
0.3192,0.0053,12.9979,31.2635,0.5949,5760.0,4.3936
0.3304,0.0055,12.9983,31.2646,0.1454,5760.0,1.0736
0.3342,0.0056,12.9975,31.2627,0.0498,5760.0,0.3679
0.3376,0.0056,12.9969,31.2612,0.044,5760.0,0.325
0.3407,0.0057,12.9988,31.2658,0.0403,5760.0,0.2976
0.3437,0.0057,12.9972,31.2619,0.0392,5760.0,0.2893
0.3468,0.0058,12.9985,31.2651,0.0401,5760.0,0.2964
0.3501,0.0058,12.9978,31.2633,0.0428,5760.0,0.3163
0.3538,0.0059,12.9984,31.2648,0.0477,5760.0,0.3524
0.3585,0.006,12.9975,31.2625,0.0616,5760.0,0.455
0.3629,0.006,12.9987,31.2656,0.057,5760.0,0.4206
0.3672,0.0061,12.9968,31.261,0.0558,5760.0,0.4123
0.3718,0.0062,12.9974,31.2623,0.0599,5760.0,0.4424
0.3742,0.0062,12.9997,31.2678,0.0305,5760.0,0.2251
0.379,0.0063,12.9987,31.2655,0.0627,5760.0,0.4629
0.3845,0.0064,12.9973,31.2621,0.0712,5760.0,0.5259
0.388,0.0065,12.9974,31.2623,0.0461,5760.0,0.3403
0.4666,0.0078,12.9983,31.2646,0.1454,5760.0,1.0736
0.4704,0.0078,12.9975,31.2627,0.0498,5760.0,0.3679
0.4738,0.0079,12.9969,31.2612,0.044,5760.0,0.325
0.4769,0.0079,12.9987,31.2654,0.0402,5760.0,0.2969
0.4799,0.008,12.9972,31.2619,0.0392,5760.0,0.2898
0.483,0.008,12.9983,31.2644,0.0401,5760.0,0.296
0.4863,0.0081,12.9994,31.2673,0.0427,5760.0,0.3156
0.4899,0.0082,12.997,31.2613,0.0478,5760.0,0.3534
0.4947,0.0082,12.9984,31.2647,0.0616,5760.0,0.4551
0.4991,0.0083,12.9968,31.261,0.0569,5760.0,0.4203
0.5033,0.0084,12.9987,31.2656,0.0558,5760.0,0.412
0.508,0.0085,12.9977,31.2631,0.0599,5760.0,0.4424
0.5103,0.0085,12.9997,31.2678,0.0305,5760.0,0.2251
0.5151,0.0086,12.9989,31.266,0.0627,5760.0,0.4633
0.5206,0.0087,12.9981,31.2641,0.0711,5760.0,0.5253
0.5254,0.0088,12.9989,31.266,0.0624,5760.0,0.4607
0.5699,0.0095,12.9979,31.2636,0.5786,5760.0,4.2736
0.6163,0.0103,12.9971,31.2617,0.0422,5760.0,0.3114
0.6229,0.0104,12.9975,31.2626,0.0854,5760.0,0.6311
0.6263,0.0104,12.9975,31.2626,0.0441,5760.0,0.326
0.6328,0.0105,12.9983,31.2645,0.0844,5760.0,0.6234
0.6393,0.0107,12.9983,31.2645,0.085,5760.0,0.6281
0.6459,0.0108,12.9977,31.263,0.0859,5760.0,0.6347
0.6526,0.0109,12.9977,31.263,0.0875,5760.0,0.6465
0.6617,0.011,12.9981,31.2642,0.1178,5760.0,0.8697
0.6665,0.0111,12.9987,31.2654,0.0621,5760.0,0.459
0.6745,0.0112,12.9975,31.2626,0.1048,5760.0,0.7744
0.6823,0.0114,12.9984,31.2648,0.1003,5760.0,0.7409
0.6896,0.0115,12.998,31.2638,0.0956,5760.0,0.7058
0.6933,0.0116,12.9969,31.2611,0.0482,5760.0,0.3563
0.7003,0.0117,12.9981,31.264,0.0907,5760.0,0.6702
0.7072,0.0118,12.9973,31.2621,0.0892,5760.0,0.6592
0.7139,0.0119,12.9985,31.2651,0.0877,5760.0,0.6476
0.7206,0.012,12.9979,31.2635,0.0868,5760.0,0.6408
0.7273,0.0121,12.9986,31.2652,0.0871,5760.0,0.6435
0.7339,0.0122,12.9978,31.2635,0.0857,5760.0,0.6329
0.7404,0.0123,12.9976,31.263,0.0845,5760.0,0.624
0.7468,0.0124,12.9981,31.264,0.083,5760.0,0.6127
0.7501,0.0125,12.9965,31.2603,0.0438,5760.0,0.3233
0.7566,0.0126,12.9973,31.2621,0.0838,5760.0,0.6189
0.7632,0.0127,12.9978,31.2635,0.0863,5760.0,0.6374
0.7701,0.0128,12.9979,31.2636,0.0886,5760.0,0.6548
0.7771,0.013,12.9975,31.2626,0.0919,5760.0,0.6791
0.7841,0.0131,12.9983,31.2645,0.0909,5760.0,0.6716
0.7909,0.0132,12.9987,31.2655,0.088,5760.0,0.6495
0.7975,0.0133,12.9972,31.262,0.0857,5760.0,0.6326
0.804,0.0134,12.9985,31.265,0.0844,5760.0,0.6233
0.8104,0.0135,12.9984,31.2648,0.0837,5760.0,0.6185
0.8169,0.0136,12.9981,31.2641,0.0839,5760.0,0.6199
0.8234,0.0137,12.9976,31.2628,0.0849,5760.0,0.627
0.8301,0.0138,12.9983,31.2645,0.0871,5760.0,0.6435
0.8368,0.0139,12.9985,31.265,0.0872,5760.0,0.6439
0.8435,0.0141,12.9979,31.2637,0.0867,5760.0,0.6403
0.8502,0.0142,12.9974,31.2625,0.0872,5760.0,0.644
0.857,0.0143,12.9974,31.2624,0.0884,5760.0,0.6529
0.8639,0.0144,12.9977,31.2631,0.0895,5760.0,0.661
0.8675,0.0145,12.9987,31.2655,0.0475,5760.0,0.3507
0.8747,0.0146,12.9983,31.2647,0.0937,5760.0,0.6919
0.8823,0.0147,12.9973,31.2621,0.0977,5760.0,0.7218
0.89,0.0148,12.9985,31.265,0.1009,5760.0,0.7453
0.8975,0.015,12.998,31.2639,0.0975,5760.0,0.7198
0.9048,0.0151,12.9973,31.2621,0.0941,5760.0,0.6949
0.9118,0.0152,12.9979,31.2635,0.091,5760.0,0.6721
0.9186,0.0153,12.9984,31.2647,0.0889,5760.0,0.6566
0.9253,0.0154,12.9981,31.264,0.0876,5760.0,0.6467
0.932,0.0155,12.9979,31.2635,0.0869,5760.0,0.6421
0.9387,0.0156,12.9987,31.2655,0.0871,5760.0,0.643
0.9454,0.0158,12.9979,31.2637,0.0874,5760.0,0.6456
0.952,0.0159,12.9986,31.2653,0.0852,5760.0,0.6291
0.9584,0.016,12.9972,31.2619,0.0837,5760.0,0.6185
0.9648,0.0161,12.9982,31.2642,0.0831,5760.0,0.614
0.9709,0.0162,12.9973,31.2622,0.0789,5760.0,0.5828
0.9745,0.0162,12.9989,31.266,0.0473,5760.0,0.3493
0.981,0.0164,12.9983,31.2645,0.0844,5760.0,0.6235
0.9877,0.0165,12.9976,31.2629,0.0865,5760.0,0.6387
0.9912,0.0165,12.9972,31.2618,0.0459,5760.0,0.3392
0.9983,0.0166,12.9981,31.2641,0.0917,5760.0,0.6773
1.0053,0.0168,12.9977,31.263,0.0915,5760.0,0.6755
1.0121,0.0169,12.9976,31.2629,0.0885,5760.0,0.6537
1.0188,0.017,12.9978,31.2633,0.0865,5760.0,0.6391
1.0253,0.0171,12.9972,31.262,0.0852,5760.0,0.6292
1.0319,0.0172,12.9975,31.2627,0.0849,5760.0,0.627
1.0384,0.0173,12.9976,31.263,0.0851,5760.0,0.6286
1.0451,0.0174,12.9978,31.2634,0.0862,5760.0,0.6366
1.0473,0.0175,12.996,31.2591,0.029,5760.0,0.2142
1.0561,0.0176,12.9977,31.263,0.0179,5760.0,0.1321
1.0835,0.0181,12.9981,31.2641,0.3566,5760.0,2.634
1.1108,0.0185,12.9981,31.264,0.3551,5760.0,2.623
1.1366,0.0189,12.9979,31.2636,0.3344,5760.0,2.4701
1.142,0.019,12.998,31.2638,0.0704,5760.0,0.5197
1.1447,0.0191,12.9985,31.2651,0.036,5760.0,0.2656
1.1496,0.0192,12.9987,31.2654,0.0633,5760.0,0.4673
1.1542,0.0192,12.9972,31.2618,0.0594,5760.0,0.439
1.1565,0.0193,12.9959,31.2588,0.0298,5760.0,0.2201
1.1606,0.0193,12.998,31.2639,0.053,5760.0,0.3917
1.1663,0.0194,12.9988,31.2657,0.0752,5760.0,0.5553
1.1742,0.0196,12.9978,31.2633,0.1025,5760.0,0.7567
1.1837,0.0197,12.9977,31.263,0.1238,5760.0,0.9146
1.1916,0.0199,12.9983,31.2645,0.1017,5760.0,0.7513
1.1989,0.02,12.9983,31.2646,0.0948,5760.0,0.7004
1.2005,0.02,12.9963,31.2596,0.0214,5760.0,0.1584
1.2022,0.02,12.996,31.2591,0.0215,5760.0,0.1591
1.204,0.0201,12.9993,31.267,0.0232,5760.0,0.1714
1.2094,0.0202,12.9984,31.2648,0.0707,5760.0,0.5221
1.2158,0.0203,12.9977,31.2632,0.0838,5760.0,0.6192
1.2251,0.0204,13.0016,31.2724,0.0177,5760.0,0.1311
1.3274,0.0221,12.9979,31.2636,1.3302,5760.0,9.8245
1.3511,0.0225,12.9979,31.2637,0.3083,5760.0,2.2768
1.3548,0.0226,12.9968,31.2611,0.0474,5760.0,0.3501
1.3618,0.0227,12.9979,31.2637,0.0916,5760.0,0.6764
1.3658,0.0228,12.9975,31.2626,0.0514,5760.0,0.3798
1.3711,0.0229,12.9977,31.2631,0.0693,5760.0,0.5115
1.3738,0.0229,12.9989,31.2659,0.0347,5760.0,0.2566
1.3784,0.023,12.9988,31.2658,0.0609,5760.0,0.4495
1.3833,0.0231,12.997,31.2614,0.0636,5760.0,0.4696
1.3883,0.0231,12.9978,31.2634,0.0649,5760.0,0.4794
1.3947,0.0232,12.9976,31.2629,0.0833,5760.0,0.615
1.4192,0.0237,12.9981,31.2641,0.3178,5760.0,2.347
1.4275,0.0238,12.9979,31.2637,0.1074,5760.0,0.7935
1.43,0.0238,12.9977,31.2631,0.0328,5760.0,0.2423
1.4322,0.0239,12.9998,31.2682,0.0291,5760.0,0.2149
1.4344,0.0239,12.9983,31.2645,0.0283,5760.0,0.2092
1.4373,0.024,12.9979,31.2636,0.0371,5760.0,0.2742
1.4386,0.024,12.9958,31.2585,0.017,5760.0,0.1253
1.4411,0.024,12.9976,31.2629,0.0327,5760.0,0.2414
1.4438,0.0241,12.997,31.2614,0.035,5760.0,0.2588
1.4476,0.0241,12.9982,31.2643,0.0501,5760.0,0.3701
1.4495,0.0242,12.9964,31.26,0.0246,5760.0,0.1813
1.4544,0.0242,12.9974,31.2625,0.063,5760.0,0.465
1.4569,0.0243,12.9987,31.2656,0.0325,5760.0,0.2397
1.4628,0.0244,12.9976,31.2629,0.0771,5760.0,0.5696
1.5196,0.0253,12.998,31.2639,0.7385,5760.0,5.4541
1.5349,0.0256,12.9977,31.2632,0.1986,5760.0,1.4665
1.5421,0.0257,12.9986,31.2652,0.0944,5760.0,0.6973
1.5532,0.0259,12.9973,31.2621,0.0739,5760.0,0.5462
1.558,0.026,12.9979,31.2635,0.0624,5760.0,0.4607
1.5663,0.0261,12.9985,31.2651,0.108,5760.0,0.7975
1.5758,0.0263,12.9983,31.2646,0.1236,5760.0,0.9126
1.5797,0.0263,12.9981,31.2642,0.0514,5760.0,0.3798
1.5836,0.0264,12.999,31.2662,0.0501,5760.0,0.3698
1.5874,0.0265,12.997,31.2615,0.0491,5760.0,0.3627
1.5911,0.0265,12.9979,31.2635,0.0483,5760.0,0.3568
1.5948,0.0266,12.9967,31.2608,0.0478,5760.0,0.3528
1.5984,0.0266,12.9984,31.2647,0.0476,5760.0,0.3516
1.6022,0.0267,12.9988,31.2657,0.0485,5760.0,0.3581
1.6059,0.0268,12.9979,31.2637,0.048,5760.0,0.3549
1.6095,0.0268,12.9969,31.2611,0.0476,5760.0,0.352
1.6132,0.0269,12.9982,31.2643,0.0484,5760.0,0.3571
1.617,0.027,12.9991,31.2664,0.049,5760.0,0.3622
1.6209,0.027,12.997,31.2615,0.0501,5760.0,0.3698
1.6249,0.0271,12.997,31.2614,0.0523,5760.0,0.3861
1.633,0.0272,12.9979,31.2637,0.1051,5760.0,0.7765
1.6385,0.0273,12.9979,31.2635,0.0715,5760.0,0.5282
1.6437,0.0274,12.9971,31.2617,0.0681,5760.0,0.5029
1.6488,0.0275,12.9972,31.2619,0.0656,5760.0,0.4848
1.6537,0.0276,12.9975,31.2627,0.064,5760.0,0.4726
1.6585,0.0276,12.9975,31.2627,0.0628,5760.0,0.4638
1.6633,0.0277,12.9986,31.2654,0.062,5760.0,0.4583
1.6681,0.0278,12.9972,31.262,0.0619,5760.0,0.4571
1.6729,0.0279,12.9988,31.2657,0.0628,5760.0,0.4639
1.6778,0.028,12.9985,31.265,0.0639,5760.0,0.4719
1.6827,0.028,12.9971,31.2616,0.0634,5760.0,0.4682
1.6876,0.0281,12.9975,31.2625,0.0639,5760.0,0.4719
1.6926,0.0282,12.9983,31.2646,0.0651,5760.0,0.4811
1.6977,0.0283,12.9979,31.2636,0.0668,5760.0,0.4931
1.703,0.0284,12.998,31.2638,0.069,5760.0,0.5093
1.7086,0.0285,12.9971,31.2617,0.0717,5760.0,0.5297
1.72,0.0287,12.9979,31.2636,0.1486,5760.0,1.0974
1.7255,0.0288,12.9987,31.2655,0.0719,5760.0,0.5306
1.7308,0.0288,12.9984,31.2649,0.0689,5760.0,0.5092
1.736,0.0289,12.9973,31.262,0.0671,5760.0,0.4954
1.741,0.029,12.9978,31.2634,0.0654,5760.0,0.4832
1.746,0.0291,12.9989,31.266,0.0647,5760.0,0.4777
1.7509,0.0292,12.9974,31.2623,0.0643,5760.0,0.4749
1.7558,0.0293,12.9975,31.2626,0.0634,5760.0,0.4681
1.7607,0.0293,12.9974,31.2623,0.0629,5760.0,0.4647
1.7655,0.0294,12.9976,31.2629,0.0633,5760.0,0.4678
1.7704,0.0295,12.9976,31.2628,0.063,5760.0,0.465
1.7753,0.0296,12.9977,31.263,0.0635,5760.0,0.4689
1.7802,0.0297,12.9983,31.2646,0.0644,5760.0,0.4759
1.7853,0.0298,12.9984,31.2647,0.0661,5760.0,0.4886
1.7906,0.0298,12.9983,31.2645,0.0691,5760.0,0.51
1.7988,0.03,12.9983,31.2646,0.1057,5760.0,0.781
1.8043,0.0301,12.9973,31.2623,0.072,5760.0,0.5322
1.8098,0.0302,12.9983,31.2646,0.071,5760.0,0.5242
1.8127,0.0302,12.9994,31.2673,0.0381,5760.0,0.2815
1.8183,0.0303,12.9977,31.2631,0.0729,5760.0,0.5382
1.824,0.0304,12.9977,31.2631,0.0745,5760.0,0.5502
1.8272,0.0305,12.9981,31.264,0.0417,5760.0,0.3081
1.8333,0.0306,12.9972,31.2618,0.0783,5760.0,0.5784
1.8366,0.0306,12.9972,31.2619,0.0436,5760.0,0.322
1.8433,0.0307,12.9973,31.2621,0.0863,5760.0,0.6374
1.847,0.0308,12.9979,31.2635,0.0484,5760.0,0.3573
1.8509,0.0308,12.9968,31.2609,0.0507,5760.0,0.3744
1.855,0.0309,12.9977,31.2631,0.0535,5760.0,0.3948
1.8594,0.031,12.9984,31.2647,0.0575,5760.0,0.4246
1.8689,0.0311,12.9984,31.2649,0.123,5760.0,0.9082
1.8843,0.0314,12.9978,31.2633,0.2007,5760.0,1.4821
1.8846,0.0314,13.0044,31.2793,0.0037,5760.0,0.027
1.9031,0.0317,12.9969,31.2612,0.0177,5760.0,0.131
2.0411,0.034,12.9979,31.2637,1.7937,5760.0,13.2477
2.065,0.0344,12.9979,31.2635,0.3115,5760.0,2.3008
2.0694,0.0345,12.9988,31.2658,0.0572,5760.0,0.4221
2.0764,0.0346,12.9976,31.2628,0.0899,5760.0,0.6638
2.0828,0.0347,12.9984,31.2648,0.0837,5760.0,0.6184
2.0873,0.0348,12.9986,31.2653,0.0589,5760.0,0.4353
2.0919,0.0349,12.9972,31.262,0.0599,5760.0,0.4421
2.0966,0.0349,12.9986,31.2653,0.0613,5760.0,0.4524
2.1012,0.035,12.9988,31.2657,0.0598,5760.0,0.4415
2.1058,0.0351,12.9978,31.2633,0.0589,5760.0,0.435
2.1103,0.0352,12.9989,31.266,0.0584,5760.0,0.4312
2.1148,0.0352,12.999,31.2662,0.0585,5760.0,0.432
2.1193,0.0353,12.999,31.2662,0.059,5760.0,0.4358
2.1239,0.0354,12.9978,31.2634,0.0599,5760.0,0.4422
2.1286,0.0355,12.9985,31.265,0.0614,5760.0,0.4536
2.1335,0.0356,12.9979,31.2636,0.0636,5760.0,0.4701
2.1384,0.0356,12.997,31.2613,0.0635,5760.0,0.4691
2.1433,0.0357,12.9981,31.2641,0.064,5760.0,0.473
2.1483,0.0358,12.998,31.2638,0.0648,5760.0,0.4788
2.1534,0.0359,12.9982,31.2642,0.0662,5760.0,0.4887
2.1587,0.036,12.9975,31.2625,0.068,5760.0,0.5023
2.1641,0.0361,12.998,31.2637,0.0702,5760.0,0.5187
2.1754,0.0363,12.998,31.2639,0.1474,5760.0,1.0884
2.181,0.0363,12.9981,31.264,0.0722,5760.0,0.5331
2.1863,0.0364,12.9988,31.2657,0.0689,5760.0,0.5089
2.1914,0.0365,12.998,31.2639,0.0667,5760.0,0.4928
2.1964,0.0366,12.9978,31.2633,0.0648,5760.0,0.4782
2.2012,0.0367,12.9985,31.2649,0.0634,5760.0,0.4682
2.2061,0.0368,12.9989,31.266,0.0625,5760.0,0.4612
2.2109,0.0368,12.9989,31.266,0.0625,5760.0,0.4614
2.2155,0.0369,12.9982,31.2643,0.0606,5760.0,0.4476
2.2201,0.037,12.9977,31.2631,0.0589,5760.0,0.4353
2.2245,0.0371,12.9976,31.2628,0.0583,5760.0,0.4308
2.229,0.0372,12.9984,31.2648,0.058,5760.0,0.4284
2.2335,0.0372,12.9984,31.2647,0.0582,5760.0,0.4298
2.238,0.0373,12.9976,31.2628,0.059,5760.0,0.4354
2.2426,0.0374,12.997,31.2613,0.06,5760.0,0.4432
2.2474,0.0375,12.9979,31.2635,0.0619,5760.0,0.4571
2.2519,0.0375,12.9987,31.2655,0.0585,5760.0,0.4323
2.2562,0.0376,12.9981,31.264,0.0564,5760.0,0.4162
2.2605,0.0377,12.998,31.2638,0.0551,5760.0,0.407
2.2646,0.0377,12.9979,31.2636,0.0541,5760.0,0.3996
2.2695,0.0378,12.9973,31.2622,0.0638,5760.0,0.4714
2.3092,0.0385,12.9981,31.264,0.5159,5760.0,3.8104
2.3315,0.0389,12.9978,31.2635,0.2899,5760.0,2.1408
2.3529,0.0392,12.9977,31.263,0.0179,5760.0,0.1321
2.3781,0.0396,12.9978,31.2634,0.327,5760.0,2.4149
2.4393,0.0407,12.9979,31.2637,0.7952,5760.0,5.8731
2.4455,0.0408,12.9974,31.2624,0.0813,5760.0,0.6001
2.4505,0.0408,12.9972,31.2619,0.0648,5760.0,0.479
2.4541,0.0409,12.9988,31.2658,0.0463,5760.0,0.3422
2.4555,0.0409,12.9948,31.2562,0.0183,5760.0,0.1351
2.4576,0.041,12.9995,31.2675,0.0278,5760.0,0.2053
2.4605,0.041,12.9965,31.2602,0.0371,5760.0,0.2737
2.4633,0.0411,12.9969,31.2612,0.0372,5760.0,0.2748
2.4667,0.0411,12.998,31.2639,0.0438,5760.0,0.3232
2.4684,0.0411,12.9982,31.2642,0.0221,5760.0,0.1634
2.4713,0.0412,12.9985,31.2651,0.0373,5760.0,0.2752
2.4741,0.0412,12.9989,31.2659,0.0369,5760.0,0.2727
2.477,0.0413,12.9973,31.2622,0.0373,5760.0,0.2753
2.4798,0.0413,12.9974,31.2625,0.0362,5760.0,0.2671
2.4825,0.0414,12.9991,31.2666,0.0356,5760.0,0.2627
2.4851,0.0414,12.9978,31.2632,0.0339,5760.0,0.2502
2.4876,0.0415,12.997,31.2615,0.033,5760.0,0.2435
2.4899,0.0415,12.9986,31.2652,0.0287,5760.0,0.2117
2.493,0.0415,12.9981,31.2641,0.0408,5760.0,0.3017
2.4967,0.0416,12.9983,31.2647,0.0485,5760.0,0.3581
2.5011,0.0417,12.9978,31.2632,0.0571,5760.0,0.4217
2.5063,0.0418,12.9982,31.2643,0.0673,5760.0,0.4969
2.5617,0.0427,12.998,31.2637,0.7206,5760.0,5.3219
2.5803,0.043,12.9979,31.2635,0.2418,5760.0,1.7857
2.5869,0.0431,12.9972,31.262,0.0852,5760.0,0.6292
2.6892,0.0448,12.998,31.2638,1.3303,5760.0,9.8255
2.7127,0.0452,12.9981,31.2641,0.3053,5760.0,2.2549
2.7181,0.0453,12.997,31.2615,0.07,5760.0,0.5172
2.727,0.0454,12.998,31.2638,0.1154,5760.0,0.8524
2.732,0.0455,12.9984,31.2648,0.065,5760.0,0.4804
2.7369,0.0456,12.9973,31.2622,0.0641,5760.0,0.4738
2.7445,0.0457,12.9979,31.2636,0.0988,5760.0,0.7298
2.7486,0.0458,12.9979,31.2636,0.0532,5760.0,0.3931
2.7527,0.0459,12.9985,31.265,0.0526,5760.0,0.3885
2.7567,0.0459,12.9968,31.2609,0.0528,5760.0,0.3898
2.7609,0.046,12.9976,31.2628,0.0541,5760.0,0.3997
2.7652,0.0461,12.9977,31.2631,0.0553,5760.0,0.4086
2.7693,0.0462,12.9983,31.2645,0.0545,5760.0,0.4028
2.7734,0.0462,12.998,31.2638,0.0527,5760.0,0.3891
2.7756,0.0463,12.9964,31.2601,0.0289,5760.0,0.2132
2.7811,0.0464,12.9974,31.2623,0.0718,5760.0,0.5303
2.7849,0.0464,12.9979,31.2636,0.0492,5760.0,0.3632
2.7886,0.0465,12.997,31.2614,0.0473,5760.0,0.3495
2.7921,0.0465,12.9972,31.2618,0.0459,5760.0,0.339
2.7958,0.0466,12.9967,31.2608,0.0484,5760.0,0.3571
2.7999,0.0467,12.9972,31.2618,0.0526,5760.0,0.3885
2.8091,0.0468,12.9978,31.2633,0.1202,5760.0,0.888
2.8686,0.0478,12.998,31.2638,0.7727,5760.0,5.7071
2.887,0.0481,12.9977,31.263,0.0179,5760.0,0.1321
2.9893,0.0498,12.9979,31.2636,1.3302,5760.0,9.8245
3.005,0.0501,12.9979,31.2637,0.2037,5760.0,1.5046
3.0145,0.0502,12.9982,31.2642,0.1234,5760.0,0.9113
3.1168,0.0519,12.998,31.2637,1.3303,5760.0,9.8255
3.1394,0.0523,12.998,31.2638,0.293,5760.0,2.1638
3.1614,0.0527,12.9969,31.2612,0.0177,5760.0,0.131
3.2994,0.055,12.9979,31.2637,1.7937,5760.0,13.2477
3.3523,0.0559,12.998,31.2638,0.6867,5760.0,5.0719
3.3581,0.056,12.9985,31.2649,0.0757,5760.0,0.5589
3.3636,0.0561,12.9986,31.2652,0.0716,5760.0,0.5286
3.3688,0.0561,12.9979,31.2635,0.0672,5760.0,0.4962
3.3736,0.0562,12.9976,31.2628,0.0634,5760.0,0.4681
3.3783,0.0563,12.9979,31.2637,0.0601,5760.0,0.4438
3.3827,0.0564,12.9977,31.2632,0.0577,5760.0,0.4259
3.387,0.0564,12.9988,31.2658,0.0558,5760.0,0.4121
3.3912,0.0565,12.9987,31.2655,0.0541,5760.0,0.3996
3.3951,0.0566,12.9979,31.2635,0.0515,5760.0,0.3803
3.3988,0.0566,12.9985,31.2649,0.0484,5760.0,0.3575
3.4025,0.0567,12.9988,31.2657,0.0471,5760.0,0.3479
3.406,0.0568,12.9973,31.2621,0.0461,5760.0,0.3406
3.4095,0.0568,12.9991,31.2664,0.0456,5760.0,0.3365
3.413,0.0569,12.998,31.2638,0.0451,5760.0,0.3331
3.4165,0.0569,12.9974,31.2624,0.0451,5760.0,0.3334
3.42,0.057,12.9968,31.2609,0.046,5760.0,0.3401
3.4248,0.0571,12.9982,31.2642,0.0623,5760.0,0.4598
3.4294,0.0572,12.9977,31.2631,0.0603,5760.0,0.4454
3.4319,0.0572,12.9968,31.261,0.0325,5760.0,0.2404
3.4366,0.0573,12.9969,31.2611,0.0604,5760.0,0.4465
3.4415,0.0574,12.9982,31.2643,0.064,5760.0,0.4726
3.4464,0.0574,12.997,31.2614,0.0637,5760.0,0.4708
3.4503,0.0575,12.9981,31.264,0.0503,5760.0,0.3718
3.4539,0.0576,12.9991,31.2665,0.0474,5760.0,0.3502
3.4571,0.0576,12.9987,31.2655,0.0413,5760.0,0.3049
3.4603,0.0577,12.9981,31.2641,0.0409,5760.0,0.3021
3.4659,0.0578,12.9978,31.2634,0.0735,5760.0,0.5429
3.469,0.0578,12.9983,31.2645,0.0402,5760.0,0.2971
3.4747,0.0579,12.9971,31.2618,0.0736,5760.0,0.5435
3.4803,0.058,12.9976,31.2629,0.0733,5760.0,0.5416
3.4834,0.0581,12.999,31.2662,0.0402,5760.0,0.2966
3.4892,0.0582,12.9971,31.2617,0.0756,5760.0,0.5585
3.4951,0.0583,12.9977,31.2632,0.0758,5760.0,0.5601
3.4981,0.0583,12.9991,31.2665,0.0398,5760.0,0.294
3.5037,0.0584,12.9987,31.2655,0.0732,5760.0,0.5403
3.5067,0.0584,12.9976,31.2628,0.0389,5760.0,0.2872
3.5097,0.0585,12.9971,31.2617,0.039,5760.0,0.2881
3.5155,0.0586,12.9981,31.2641,0.0753,5760.0,0.5558
3.5212,0.0587,12.9976,31.2628,0.0743,5760.0,0.5486
3.5244,0.0587,12.9988,31.2657,0.0405,5760.0,0.2995
3.5301,0.0588,12.9982,31.2643,0.074,5760.0,0.5468
3.5332,0.0589,12.9991,31.2665,0.041,5760.0,0.3028
3.5391,0.059,12.9981,31.264,0.0763,5760.0,0.5636
3.5424,0.059,12.9985,31.2651,0.0437,5760.0,0.3225
3.5493,0.0592,12.9984,31.2647,0.0886,5760.0,0.6543
3.5531,0.0592,12.998,31.2639,0.0499,5760.0,0.3682
3.561,0.0594,12.9976,31.2629,0.1031,5760.0,0.7617
3.6022,0.06,12.998,31.2639,0.535,5760.0,3.9513
3.6164,0.0603,12.9978,31.2633,0.1849,5760.0,1.3655
3.6538,0.0609,12.9978,31.2634,0.2083,5760.0,1.5385
3.6615,0.061,12.998,31.2638,0.1009,5760.0,0.7453
3.6887,0.0615,12.998,31.2638,0.3535,5760.0,2.6109
3.7139,0.0619,12.9981,31.264,0.327,5760.0,2.4149
3.7411,0.0624,12.998,31.2638,0.3535,5760.0,2.6109
3.7412,0.0624,13.0036,31.2774,0.0015,5760.0,0.011
3.8325,0.0639,12.998,31.2639,0.3092,5760.0,2.2838
3.9705,0.0662,12.9979,31.2636,1.7937,5760.0,13.2478
3.9881,0.0665,12.9978,31.2633,0.2289,5760.0,1.6906
3.9956,0.0666,12.9975,31.2626,0.0981,5760.0,0.7243
4.1336,0.0689,12.9979,31.2636,1.7935,5760.0,13.2467
4.1338,0.0689,12.96,31.1724,0.0016,5760.0,0.012
4.1567,0.0693,12.9977,31.263,0.0378,5760.0,0.2791
4.266,0.0711,12.9979,31.2637,1.4209,5760.0,10.4942
4.2876,0.0715,12.9977,31.2632,0.2804,5760.0,2.0708
4.3932,0.0732,12.998,31.2638,1.3726,5760.0,10.138
4.3974,0.0733,12.9988,31.2658,0.0552,5760.0,0.4077
4.4956,0.0749,12.998,31.2637,1.276,5760.0,9.4244
4.5115,0.0752,12.9978,31.2634,0.2063,5760.0,1.5236
4.5207,0.0753,12.9978,31.2635,0.1207,5760.0,0.8913
4.6231,0.0771,12.998,31.2637,1.3303,5760.0,9.8255
4.6777,0.078,12.998,31.2638,0.7101,5760.0,5.2449
4.7451,0.0791,12.9979,31.2637,0.8753,5760.0,6.4648
4.8125,0.0802,12.9979,31.2636,0.8766,5760.0,6.4748
4.8344,0.0806,12.9979,31.2636,0.2848,5760.0,2.1038
4.8548,0.0809,12.9974,31.2624,0.1113,5760.0,0.8223
4.8701,0.0812,12.9982,31.2642,0.1979,5760.0,1.4615
4.8973,0.0816,12.998,31.2638,0.3535,5760.0,2.6109
4.9224,0.082,12.9979,31.2635,0.3271,5760.0,2.4159
4.9496,0.0825,12.998,31.2638,0.3535,5760.0,2.6109
4.9497,0.0825,12.96,31.1724,0.0016,5760.0,0.012
4.9799,0.083,12.9982,31.2644,0.0738,5760.0,0.5452
4.9847,0.0831,12.9986,31.2652,0.0623,5760.0,0.4597
4.993,0.0832,12.9973,31.2622,0.108,5760.0,0.7976
5.0025,0.0834,12.9983,31.2646,0.1236,5760.0,0.9126
