time_seconds,time_minutes,linear_extrusion_rate_mm_s,volumetric_extrusion_rate_mm3_s,filament_extruded_mm,feedrate_mm_min,movement_distance_mm
252.8091,4.2135,25.9958,62.5271,0.3811,11520.0,2.8147
252.8131,4.2136,25.9971,62.5302,0.1039,11520.0,0.7676
252.8242,4.2137,25.9959,62.5274,0.2877,11520.0,2.125
252.8294,4.2138,25.9953,62.5261,0.1354,11520.0,1.0001
252.8326,4.2139,25.9964,62.5286,0.0835,11520.0,0.6163
252.8451,4.2141,25.9958,62.5271,0.3231,11520.0,2.386
252.8602,4.2143,25.996,62.5277,0.3945,11520.0,2.914
252.8614,4.2144,25.998,62.5326,0.0301,11520.0,0.2221
252.8627,4.2144,25.9961,62.5279,0.0335,11520.0,0.2472
252.8775,4.2146,25.9956,62.5266,0.3859,11520.0,2.8499
252.887,4.2148,25.9963,62.5284,0.2469,11520.0,1.8237
252.8942,4.2149,25.9955,62.5265,0.1871,11520.0,1.382
252.9102,4.2152,25.9958,62.5272,0.4153,11520.0,3.0671
252.9252,4.2154,25.9958,62.5272,0.3899,11520.0,2.8799
252.9388,4.2156,25.9962,62.5281,0.3541,11520.0,2.6153
252.9444,4.2157,25.9952,62.5258,0.1459,11520.0,1.0775
252.9547,4.2159,25.9963,62.5285,0.2659,11520.0,1.9641
252.9646,4.2161,25.9955,62.5265,0.2579,11520.0,1.9046
252.9713,4.2162,25.9959,62.5274,0.1755,11520.0,1.2961
252.9821,4.2164,25.9955,62.5264,0.2793,11520.0,2.0628
252.9891,4.2165,25.9954,62.5261,0.1836,11520.0,1.3561
252.9991,4.2167,25.9959,62.5275,0.2605,11520.0,1.9243
253.0093,4.2168,25.9962,62.5282,0.263,11520.0,1.9421
253.0288,4.2171,25.9957,62.527,0.5087,11520.0,3.757
253.031,4.2172,25.9959,62.5274,0.0561,11520.0,0.4147
253.0459,4.2174,25.9962,62.5281,0.3869,11520.0,2.8572
253.0585,4.2176,25.9962,62.5282,0.3291,11520.0,2.4308
253.0615,4.2177,25.9955,62.5264,0.0773,11520.0,0.5708
253.0658,4.2178,25.995,62.5253,0.1114,11520.0,0.8225
253.0762,4.2179,25.9961,62.5278,0.2703,11520.0,1.9963
253.0916,4.2182,25.9961,62.528,0.4013,11520.0,2.964
253.0958,4.2183,25.9951,62.5256,0.1096,11520.0,0.8092
253.1084,4.2185,25.9957,62.5269,0.3265,11520.0,2.4113
253.1128,4.2185,25.9966,62.529,0.1142,11520.0,0.8433
253.1246,4.2187,25.996,62.5277,0.306,11520.0,2.26
253.1395,4.219,25.9961,62.528,0.388,11520.0,2.8654
253.1522,4.2192,25.9957,62.527,0.3294,11520.0,2.4331
253.1627,4.2194,25.9957,62.527,0.273,11520.0,2.0163
253.181,4.2197,25.9959,62.5273,0.4765,11520.0,3.5193
253.2002,4.22,25.9958,62.5273,0.4993,11520.0,3.6877
253.2034,4.2201,25.9963,62.5283,0.0837,11520.0,0.6183
253.218,4.2203,25.9958,62.5271,0.3783,11520.0,2.7938
253.2335,4.2206,25.9959,62.5274,0.4034,11520.0,2.9796
253.2495,4.2208,25.9958,62.5271,0.4173,11520.0,3.0818
253.2659,4.2211,25.9956,62.5267,0.4255,11520.0,3.1429
253.2846,4.2214,25.9957,62.527,0.4866,11520.0,3.5939
253.3,4.2217,25.9962,62.5282,0.4008,11520.0,2.9606
253.3146,4.2219,25.9957,62.5268,0.3771,11520.0,2.7854
253.3353,4.2223,25.9958,62.5271,0.5385,11520.0,3.9771
253.3432,4.2224,25.9962,62.5282,0.2056,11520.0,1.5188
253.3509,4.2225,25.9959,62.5273,0.2019,11520.0,1.4912
253.3678,4.2228,25.9959,62.5273,0.4387,11520.0,3.2403
253.3721,4.2229,25.996,62.5278,0.1101,11520.0,0.813
253.3747,4.2229,25.9948,62.5247,0.0681,11520.0,0.5033
253.3873,4.2231,25.9959,62.5274,0.3271,11520.0,2.4158
253.3945,4.2232,25.9954,62.5263,0.1872,11520.0,1.3823
253.4038,4.2234,25.9963,62.5283,0.2439,11520.0,1.8016
253.4107,4.2235,25.9953,62.5261,0.1778,11520.0,1.3132
253.4206,4.2237,25.996,62.5276,0.2584,11520.0,1.9087
253.437,4.224,25.9957,62.527,0.4265,11520.0,3.1498
253.4432,4.2241,25.9951,62.5256,0.1602,11520.0,1.183
253.4482,4.2241,25.9966,62.5292,0.1315,11520.0,0.9709
253.4588,4.2243,25.9961,62.528,0.2742,11520.0,2.0251
253.474,4.2246,25.9959,62.5273,0.395,11520.0,2.9175
253.477,4.2246,25.9955,62.5265,0.0795,11520.0,0.5868
253.4895,4.2248,25.9956,62.5267,0.3231,11520.0,2.3864
253.4966,4.2249,25.9959,62.5273,0.1859,11520.0,1.3729
253.5049,4.2251,25.9964,62.5286,0.2156,11520.0,1.5923
253.5161,4.2253,25.9961,62.5279,0.29,11520.0,2.1415
253.5212,4.2254,25.9956,62.5266,0.133,11520.0,0.9822
253.5351,4.2256,25.9958,62.5272,0.3626,11520.0,2.678
253.5479,4.2258,25.9959,62.5275,0.332,11520.0,2.4524
253.5537,4.2259,25.9966,62.5292,0.1501,11520.0,1.1084
253.5549,4.2259,25.9962,62.5282,0.0322,11520.0,0.2379
253.5701,4.2262,25.9957,62.5269,0.3958,11520.0,2.9235
253.5749,4.2262,25.9957,62.527,0.1229,11520.0,0.9079
253.586,4.2264,25.9962,62.5281,0.2901,11520.0,2.1423
253.5967,4.2266,25.9955,62.5266,0.2776,11520.0,2.0505
253.6014,4.2267,25.9952,62.5257,0.1226,11520.0,0.9058
253.6095,4.2268,25.9963,62.5284,0.2099,11520.0,1.5506
253.7286,4.2288,1.2037,2.8951,0.0066,10535.84,0.9628
253.738,4.229,1.3997,3.3666,0.0132,6124.15,0.9626
253.7489,4.2291,1.8217,4.3816,0.0198,5313.57,0.9626
253.7582,4.2293,2.2418,5.3921,0.0209,5122.07,0.7974
253.7679,4.2295,2.637,6.3427,0.0255,4952.05,0.7981
253.7778,4.2296,3.0431,7.3195,0.03,4852.73,0.7981
253.7892,4.2298,3.4855,8.3836,0.0398,4746.53,0.9026
253.8007,4.23,3.9617,9.529,0.0456,4708.32,0.9024
253.812,4.2302,4.4368,10.6718,0.0504,4686.18,0.8872
253.8234,4.2304,4.9104,11.8109,0.0561,4666.99,0.888
253.8349,4.2306,5.3855,12.9538,0.0616,4652.38,0.8872
253.8459,4.2308,5.8524,14.0767,0.0645,4648.62,0.8536
253.8569,4.2309,6.3109,15.1795,0.0697,4639.21,0.8535
253.868,4.2311,6.7701,16.284,0.0749,4631.9,0.8536
253.8791,4.2313,7.2302,17.3907,0.08,4625.72,0.8535
253.891,4.2315,7.7092,18.5427,0.0923,4610.17,0.92
253.903,4.2317,8.2071,19.7403,0.0982,4607.27,0.9191
253.915,4.2319,8.7045,20.9368,0.1042,4604.52,0.9189
253.927,4.2321,9.2029,22.1355,0.1104,4602.16,0.9201
253.9355,4.2323,9.6297,23.1622,0.0821,4634.21,0.6583
253.9476,4.2325,10.0583,24.1931,0.1218,4596.99,0.9277
253.955,4.2326,10.4638,25.1683,0.0776,4637.77,0.5734
253.9555,4.2326,10.6287,25.5649,0.0048,4709.75,0.0352
253.9808,4.233,11.1625,26.849,0.2822,4946.68,2.0843
253.9981,4.2333,12.0478,28.9783,0.2085,5339.06,1.5397
254.0169,4.2336,12.7994,30.7862,0.2413,5672.01,1.7825
254.0327,4.2339,13.5189,32.5166,0.2129,5990.7,1.5727
254.0475,4.2341,14.155,34.0468,0.2102,6272.83,1.5524
254.0672,4.2345,14.8735,35.7749,0.2933,6591.21,2.1662
254.0795,4.2347,15.5386,37.3748,0.1907,6886.08,1.4088
254.1004,4.235,16.2286,39.0342,0.3394,7191.69,2.5069
254.1059,4.2351,16.778,40.3558,0.0926,7435.33,0.6842
254.1108,4.2352,16.9948,40.8772,0.0833,7531.21,0.6152
254.1318,4.2355,17.5322,42.17,0.3674,7769.32,2.7133
254.1426,4.2357,18.1922,43.7573,0.1963,8061.9,1.4501
254.1587,4.236,18.7516,45.1027,0.3022,8309.59,2.2316
254.1665,4.2361,19.2488,46.2987,0.1503,8529.8,1.1102
254.1818,4.2364,19.7283,47.452,0.301,8742.38,2.223
254.1897,4.2365,20.2109,48.6128,0.1609,8956.36,1.1883
254.2093,4.2368,20.784,49.9914,0.4076,9210.47,3.0104
254.2239,4.2371,21.4953,51.7021,0.3138,9525.59,2.3177
254.2311,4.2372,21.9467,52.7879,0.1564,9725.47,1.1548
254.2319,4.2372,22.1128,53.1874,0.0188,9800.31,0.1391
254.2518,4.2375,22.5427,54.2214,0.4473,9989.81,3.3034
254.2563,4.2376,23.0493,55.4401,0.1047,10214.24,0.7732
254.2627,4.2377,23.2773,55.9884,0.1492,10315.21,1.1022
254.2761,4.2379,23.6882,56.9768,0.3165,10497.37,2.3375
254.289,4.2381,24.2345,58.2906,0.313,10739.44,2.312
254.2948,4.2382,24.624,59.2277,0.1435,10912.35,1.0602
254.3134,4.2386,25.1307,60.4464,0.4658,11136.67,3.4407
254.3294,4.2388,25.7559,61.9502,0.4141,11413.69,3.0582
254.3483,4.2391,25.996,62.5278,0.4905,11520.0,3.6231
254.3558,4.2393,25.9959,62.5275,0.196,11520.0,1.4477
254.3697,4.2395,25.9958,62.5272,0.3616,11520.0,2.6709
254.3725,4.2395,25.9946,62.5243,0.0721,11520.0,0.5325
254.3761,4.2396,25.9954,62.5263,0.0934,11520.0,0.6895
254.389,4.2398,25.9961,62.5278,0.3342,11520.0,2.4687
254.4014,4.24,25.9955,62.5266,0.3226,11520.0,2.3826
254.4048,4.2401,25.9961,62.5279,0.0892,11520.0,0.6592
254.4075,4.2401,25.9977,62.5317,0.0699,11520.0,0.516
254.432,4.2405,25.9959,62.5275,0.6377,11520.0,4.7098
254.4375,4.2406,25.9954,62.5262,0.1423,11520.0,1.0512
254.4474,4.2408,25.9956,62.5267,0.2562,11520.0,1.8923
254.4527,4.2409,25.9964,62.5285,0.1378,11520.0,1.0177
254.457,4.241,25.9965,62.5287,0.1135,11520.0,0.8386
254.4699,4.2412,25.9955,62.5265,0.3346,11520.0,2.471
254.4757,4.2413,25.9953,62.5261,0.1503,11520.0,1.1103
254.4875,4.2415,25.9957,62.5269,0.3071,11520.0,2.268
254.4944,4.2416,25.9962,62.5282,0.1787,11520.0,1.3202
254.5105,4.2418,25.9959,62.5275,0.4201,11520.0,3.1025
254.5258,4.2421,25.9959,62.5274,0.3961,11520.0,2.9258
254.5347,4.2422,25.9956,62.5267,0.2321,11520.0,1.7143
254.5435,4.2424,25.9958,62.5271,0.2275,11520.0,1.6806
254.5583,4.2426,25.996,62.5275,0.3872,11520.0,2.8599
254.5656,4.2428,25.9954,62.5263,0.1885,11520.0,1.3919
254.5735,4.2429,25.9958,62.5271,0.2042,11520.0,1.5081
254.5811,4.243,25.9956,62.5267,0.1977,11520.0,1.4605
254.588,4.2431,25.9964,62.5287,0.1806,11520.0,1.3341
254.5927,4.2432,25.9951,62.5254,0.1213,11520.0,0.8961
254.6036,4.2434,25.9963,62.5284,0.2841,11520.0,2.0983
254.6127,4.2435,25.8471,62.1694,0.2359,11453.97,1.7423
254.6147,4.2436,25.6585,61.7159,0.0497,11369.75,0.3673
254.6179,4.2436,25.5506,61.4564,0.0816,11322.38,0.603
254.625,4.2437,25.3366,60.9417,0.1805,11227.9,1.3334
254.6445,4.2441,25.0064,60.1474,0.4885,11081.62,3.6081
254.6548,4.2442,24.8244,59.7097,0.256,11001.07,1.891
254.6625,4.2444,24.7712,59.5816,0.1888,10977.47,1.3948
254.6803,4.2447,24.7719,59.5834,0.443,10977.47,3.2719
254.6966,4.2449,24.9407,59.9894,0.4065,11052.48,3.0027
254.7123,4.2452,25.1097,60.396,0.3928,11127.33,2.9013
254.7315,4.2455,25.1528,60.4996,0.4836,11146.45,3.5721
254.7485,4.2458,25.1798,60.5645,0.4267,11158.42,3.1512
254.7561,4.2459,25.1544,60.5033,0.1921,11147.15,1.419
254.7711,4.2462,25.0349,60.216,0.3763,11094.15,2.7793
254.779,4.2463,24.8023,59.6564,0.1952,10991.26,1.4415
254.7922,4.2465,24.4193,58.7352,0.3222,10821.35,2.3796
254.8019,4.2467,23.9736,57.6633,0.2325,10623.99,1.7174
254.8197,4.247,23.4023,56.2892,0.416,10370.69,3.0728
254.8432,4.2474,22.5434,54.2233,0.5307,9990.15,3.9198
254.8632,4.2477,21.6392,52.0482,0.4319,9589.35,3.1896
254.8825,4.248,20.8231,50.0854,0.402,9227.72,2.9689
254.9019,4.2484,20.017,48.1464,0.3898,8870.55,2.8793
254.9254,4.2488,19.124,45.9987,0.4489,8474.82,3.3154
254.9482,4.2491,18.1619,43.6844,0.4144,8048.47,3.061
254.9615,4.2494,17.4119,41.8805,0.2308,7715.89,1.7048
254.9902,4.2498,16.9857,40.8554,0.4874,7527.24,3.6001
255.0046,4.2501,16.5353,39.7721,0.2386,7327.44,1.7621
255.0194,4.2503,16.1287,38.7941,0.2386,7147.26,1.7621
255.0416,4.2507,15.9367,38.3322,0.3533,7062.39,2.6094
255.0691,4.2512,15.8512,38.1266,0.4367,7024.44,3.2255
255.0967,4.2516,15.8513,38.1269,0.4366,7024.44,3.2245
255.1239,4.2521,15.9353,38.3289,0.4344,7061.69,3.2087
255.1387,4.2523,16.2568,39.1021,0.2402,7204.28,1.774
255.1589,4.2526,16.5478,39.8021,0.3344,7333.17,2.4695
255.1844,4.2531,16.9441,40.7554,0.4311,7508.8,3.1843
255.209,4.2535,17.5789,42.2821,0.4337,7789.99,3.2031
255.2328,4.2539,18.2056,43.7896,0.4325,8067.78,3.1942
255.245,4.2541,18.7936,45.2039,0.2293,8328.49,1.6939
255.2513,4.2542,19.1778,46.1279,0.1204,8498.23,0.8894
255.2629,4.2544,19.4254,46.7236,0.2256,8608.18,1.6664
255.277,4.2546,19.8363,47.712,0.2807,8790.4,2.0731
255.2975,4.255,20.4426,49.1702,0.4191,9059.05,3.0953
255.3081,4.2551,20.9732,50.4465,0.2205,9294.15,1.6287
255.3138,4.2552,21.3111,51.2591,0.1221,9444.24,0.902
255.3238,4.2554,21.6387,52.0471,0.2172,9588.98,1.6044
255.3424,4.2557,22.1047,53.1681,0.4108,9795.69,3.0342
255.3609,4.256,22.6157,54.397,0.4187,10021.98,3.0923
255.3702,4.2562,23.0613,55.469,0.2137,10219.47,1.578
255.3761,4.2563,23.3323,56.1206,0.1381,10339.8,1.0201
255.3851,4.2564,23.4576,56.4222,0.2117,10395.04,1.5638
255.4031,4.2567,23.49,56.5,0.4224,10409.56,3.1195
255.4121,4.2569,23.5675,56.6865,0.2107,10443.88,1.5561
255.4272,4.2571,23.6325,56.8428,0.3571,10472.77,2.6376
255.4511,4.2575,23.6605,56.9102,0.5657,10485.15,4.178
255.5039,4.2584,23.7109,57.0313,1.2528,10507.39,9.253
255.5128,4.2585,23.6993,57.0034,0.2097,10502.5,1.5485
255.5303,4.2588,23.6519,56.8893,0.4154,10481.22,3.068
255.5392,4.259,23.6234,56.8209,0.2106,10468.72,1.5555
255.5567,4.2593,23.5962,56.7554,0.4117,10456.61,3.0406
255.5656,4.2594,23.596,56.755,0.2108,10456.61,1.5571
255.5707,4.2595,23.5714,56.6959,0.1197,10445.66,0.8837
255.5797,4.2597,23.5476,56.6386,0.2115,10434.94,1.5621
255.5972,4.26,23.5067,56.5402,0.4119,10417.03,3.042
255.6087,4.2601,23.4864,56.4913,0.2694,10407.92,1.9894
255.6253,4.2604,23.4527,56.4104,0.3905,10392.99,2.8841
255.637,4.2606,23.3846,56.2465,0.2737,10362.92,2.0217
255.6488,4.2608,23.2552,55.9352,0.2747,10305.37,2.0287
255.6658,4.2611,23.1085,55.5824,0.3927,10240.38,2.9001
255.671,4.2612,22.9505,55.2023,0.1181,10170.36,0.8726
255.6887,4.2615,22.7878,54.8109,0.4029,10098.25,2.9759
255.6945,4.2616,22.6109,54.3856,0.132,10019.93,0.975
255.7124,4.2619,22.3704,53.807,0.4015,9913.27,2.9655
255.7306,4.2622,22.146,53.2674,0.4029,9813.92,2.976
255.7484,4.2625,22.0117,52.9444,0.3919,9754.55,2.8948
255.7541,4.2626,21.9076,52.694,0.1231,9708.58,0.9091
255.7656,4.2628,21.8339,52.5166,0.2523,9675.78,1.8632
255.772,4.2629,21.8347,52.5185,0.1404,9675.78,1.0369
255.7901,4.2632,21.8873,52.6451,0.3946,9699.25,2.9146
255.7999,4.2633,21.9257,52.7373,0.2158,9716.4,1.5942
255.807,4.2635,22.007,52.9329,0.1566,9752.33,1.1563
255.8181,4.2636,22.1229,53.2119,0.2451,9803.91,1.8105
255.8218,4.2637,22.2503,53.5181,0.0823,9860.12,0.6076
255.8346,4.2639,22.3046,53.6489,0.2857,9884.23,2.1101
255.8381,4.264,22.3768,53.8225,0.077,9916.5,0.569
255.8511,4.2642,22.4876,54.0891,0.2926,9965.35,2.1609
255.8566,4.2643,22.5927,54.3419,0.126,10011.71,0.9303
255.8735,4.2646,22.5792,54.3093,0.3801,10005.97,2.8076
255.8901,4.2648,22.5017,54.1229,0.3744,9971.64,2.7654
255.8961,4.2649,22.4105,53.9036,0.1341,9931.05,0.9902
255.9074,4.2651,22.2923,53.6193,0.2508,9878.92,1.852
255.9133,4.2652,22.1763,53.3403,0.1325,9827.63,0.9784
255.9303,4.2655,22.0516,53.0402,0.3742,9772.13,2.7635
255.9363,4.2656,21.9424,52.7776,0.1313,9723.72,0.9695
255.9476,4.2658,21.8155,52.4724,0.246,9667.51,1.8171
255.9511,4.2659,21.6902,52.171,0.076,9612.21,0.5616
255.9651,4.2661,21.5133,51.7455,0.3015,9533.6,2.2272
255.9711,4.2662,21.2861,51.1991,0.1276,9433.2,0.9426
255.9829,4.2664,20.9163,50.3095,0.2468,9268.83,1.8227
255.9891,4.2665,20.5414,49.4079,0.1281,9102.6,0.9462
255.9929,4.2665,20.332,48.9043,0.0774,9009.61,0.5719
256.0013,4.2667,20.0789,48.2954,0.1685,8897.71,1.2445
256.0078,4.2668,19.7703,47.5531,0.1276,8761.19,0.9424
256.018,4.267,19.4241,46.7204,0.1982,8607.85,1.4638
256.0267,4.2671,19.0295,45.7713,0.1667,8433.02,1.2312
256.0465,4.2674,18.6068,44.7546,0.3687,8245.48,2.7234
256.0505,4.2675,18.2845,43.9792,0.0715,8102.61,0.5284
256.0668,4.2678,18.0718,43.4677,0.2954,8008.41,2.1818
256.0735,4.2679,17.8172,42.8555,0.1196,7895.9,0.8834
256.0902,4.2682,17.6938,42.5585,0.2945,7840.86,2.1749
256.0936,4.2682,17.6927,42.556,0.0616,7840.86,0.4549
256.1078,4.2685,17.6938,42.5586,0.2505,7840.86,1.8503
256.1144,4.2686,17.7512,42.6966,0.1172,7866.23,0.8657
256.1217,4.2687,17.7507,42.6953,0.1302,7866.23,0.9617
256.1347,4.2689,17.8473,42.9277,0.2323,7908.96,1.7153
256.1401,4.269,17.9963,43.2862,0.096,7975.33,0.7094
256.1532,4.2692,18.1964,43.7674,0.2378,8063.64,1.7564
256.166,4.2694,18.4534,44.3856,0.2369,8177.51,1.7498
256.1722,4.2695,18.7509,45.1012,0.1168,8309.3,0.8626
256.1847,4.2697,18.9836,45.6609,0.2378,8412.53,1.7562
256.1909,4.2698,19.2142,46.2156,0.1185,8514.76,0.8748
256.2031,4.2701,19.4464,46.774,0.2369,8617.67,1.7499
256.2095,4.2702,19.6597,47.2871,0.1257,8712.13,0.9286
256.2221,4.2704,19.8494,47.7434,0.2497,8796.1,1.8441
256.2404,4.2707,20.0371,48.1949,0.3675,8879.28,2.7142
256.2523,4.2709,20.352,48.9523,0.2415,9018.99,1.7835
256.2643,4.2711,20.6957,49.779,0.2495,9171.27,1.8426
256.2824,4.2714,20.973,50.446,0.3799,9294.11,2.806
256.2996,4.2717,21.306,51.2468,0.3659,9441.78,2.7027
256.3174,4.272,21.6993,52.1928,0.3852,9615.92,2.845
256.3407,4.2723,22.0789,53.106,0.5155,9784.16,3.8075
256.3584,4.2726,22.4192,53.9243,0.3959,9934.86,2.924
256.3759,4.2729,22.6508,54.4814,0.3967,10037.59,2.9302
256.3854,4.2731,22.7781,54.7878,0.2155,10094.26,1.5916
256.4046,4.2734,22.8864,55.0483,0.4409,10140.68,3.2557
256.4238,4.2737,23.025,55.3815,0.4409,10204.93,3.2567
256.433,4.2739,23.1294,55.6328,0.2137,10249.91,1.5783
256.4554,4.2743,23.2798,55.9946,0.5204,10316.39,3.8433
256.4645,4.2744,23.3388,56.1363,0.2132,10342.64,1.5747
256.4702,4.2745,23.3948,56.271,0.1336,10367.46,0.9868
256.4793,4.2747,23.3644,56.198,0.2132,10353.69,1.5748
256.4901,4.2748,23.2775,55.989,0.251,10315.2,1.8536
256.5061,4.2751,23.0985,55.5583,0.3688,10236.1,2.7237
256.5287,4.2755,22.8594,54.9832,0.5179,10130.08,3.8252
256.5382,4.2756,22.7127,54.6304,0.2148,10065.18,1.5869
256.5582,4.276,22.5739,54.2965,0.4512,10003.54,3.3324
256.5679,4.2761,22.3148,53.6734,0.2169,9888.89,1.6021
256.5892,4.2765,22.0261,52.9789,0.4693,9760.82,3.4661
256.6121,4.2769,21.8374,52.525,0.4999,9677.26,3.6922
256.6197,4.277,21.6573,52.0919,0.164,9597.62,1.2116
256.6425,4.2774,21.3985,51.4695,0.4883,9482.73,3.6064
256.6648,4.2777,21.2325,51.0702,0.4738,9409.22,3.4993
256.6724,4.2779,21.0761,50.6938,0.1605,9339.9,1.1857
256.6949,4.2782,20.8383,50.1218,0.4679,9234.41,3.4559
256.7178,4.2786,20.6406,49.6464,0.4731,9146.88,3.4945
256.7287,4.2788,20.5065,49.3239,0.2237,9087.45,1.6521
256.7363,4.2789,20.4146,49.1028,0.1541,9046.75,1.1381
256.7473,4.2791,20.2911,48.8058,0.225,8992.14,1.6621
256.7627,4.2794,20.1596,48.4895,0.309,8933.57,2.2821
256.7708,4.2795,19.9977,48.1001,0.1621,8861.68,1.1972
256.796,4.2799,19.789,47.598,0.4995,8769.48,3.6893
256.8227,4.2804,19.6703,47.3127,0.5254,8716.82,3.8802
256.8313,4.2805,19.5382,46.9948,0.168,8658.49,1.2405
256.8571,4.281,19.327,46.4868,0.4989,8564.67,3.6851
256.8806,4.2813,19.0949,45.9285,0.4485,8461.86,3.3128
256.8928,4.2815,18.934,45.5416,0.2296,8390.38,1.6954
256.9112,4.2819,18.8019,45.2239,0.3475,8332.12,2.5666
256.9353,4.2823,18.6029,44.7451,0.4478,8243.75,3.3074
256.9479,4.2825,18.436,44.3437,0.2316,8169.74,1.7103
256.9661,4.2828,18.3722,44.1904,0.335,8141.53,2.4741
256.9901,4.2832,18.3408,44.1149,0.4399,8127.63,3.2492
257.0133,4.2836,18.2137,43.809,0.4223,8071.32,3.1187
257.0445,4.2841,18.1186,43.5803,0.5662,8029.18,4.182
257.0672,4.2845,18.2103,43.801,0.4132,8069.9,3.0517
257.0902,4.2848,18.3555,44.15,0.422,8134.22,3.1165
257.1086,4.2851,18.3723,44.1906,0.3386,8141.6,2.5009
257.1213,4.2854,18.0727,43.4698,0.2297,8008.75,1.6965
257.1451,4.2858,17.3138,41.6445,0.4121,7672.6,3.0434
257.1757,4.2863,16.1843,38.9278,0.494,7172.11,3.6484
257.2012,4.2867,15.0196,36.1263,0.3832,6655.85,2.8303
257.2282,4.2871,13.9266,33.4974,0.377,6171.53,2.7845
257.2379,4.2873,13.1626,31.6597,0.1267,5833.07,0.9361
257.2695,4.2878,12.3056,29.5985,0.3895,5453.28,2.8769
257.2926,4.2882,11.1668,26.8593,0.2581,4948.48,1.9065
257.3052,4.2884,10.4247,25.0743,0.1311,4619.7,0.968
257.3064,4.2884,10.1378,24.3842,0.0121,4491.05,0.0896
257.319,4.2886,9.8532,23.6996,0.1237,4599.55,0.9626
257.3315,4.2889,9.3306,22.4427,0.1171,4600.89,0.9624
257.3441,4.2891,8.8094,21.189,0.1105,4603.74,0.9624
257.3545,4.2892,8.3318,20.0402,0.087,4580.85,0.7972
257.365,4.2894,7.8974,18.9954,0.0825,4580.85,0.798
257.3754,4.2896,7.463,17.9506,0.078,4580.85,0.798
257.3872,4.2898,7.0007,16.8386,0.0824,4599.16,0.9024
257.3989,4.29,6.5115,15.662,0.0766,4601.73,0.9022
257.4105,4.2902,6.0258,14.4937,0.0697,4601.73,0.887
257.4221,4.2904,5.5456,13.3388,0.0641,4605.68,0.8878
257.4336,4.2906,5.0653,12.1834,0.0585,4609.69,0.887
257.4447,4.2907,4.594,11.0498,0.0511,4606.19,0.8534
257.4558,4.2909,4.1325,9.9397,0.0459,4612.31,0.8533
257.4669,4.2911,3.6713,8.8305,0.0407,4620.06,0.8534
257.478,4.2913,3.2108,7.7228,0.0355,4631.74,0.8533
257.4898,4.2915,2.7366,6.5824,0.0322,4686.22,0.9198
257.5014,4.2917,2.2493,5.4101,0.0262,4736.64,0.9189
257.5128,4.2919,1.7713,4.2604,0.0202,4843.26,0.9187
257.5236,4.2921,1.3097,3.1501,0.0142,5104.64,0.9198
257.5312,4.2922,0.9268,2.2292,0.007,5198.54,0.6581
257.5361,4.2923,0.7688,1.8491,0.0038,11287.94,0.9275
257.575,4.2929,1.5781,3.7957,0.0614,699.29,0.4535
257.6329,4.2939,3.5346,8.5016,0.1951,1566.3,1.4411
257.7076,4.2951,6.2337,14.9939,0.4653,2762.46,3.4368
257.7633,4.2961,8.9453,21.5159,0.4991,3964.05,3.6861
257.7906,4.2965,10.6727,25.6709,0.2914,4729.59,2.1521
257.7988,4.2966,11.4094,27.4429,0.093,5056.23,0.6867
257.8344,4.2972,12.279,29.5344,0.437,5441.37,3.2279
257.8648,4.2977,14.379,34.5854,0.437,6371.97,3.2279
257.8944,4.2982,14.9954,36.0682,0.4447,6645.14,3.2841
257.9334,4.2989,16.3849,39.4103,0.638,7260.86,4.7122
257.9675,4.2995,18.7036,44.9874,0.638,8288.49,4.7122
257.9786,4.2996,18.9358,45.5458,0.2113,8391.47,1.5604
257.9887,4.2998,19.3758,46.6041,0.194,8586.27,1.4328
258.0163,4.3003,20.1298,48.4179,0.5573,8920.42,4.1161
258.0426,4.3007,21.2213,51.0431,0.5573,9404.25,4.1161
258.067,4.3011,22.8594,54.9832,0.5573,10129.99,4.1161
258.085,4.3014,23.2343,55.8851,0.4192,10296.27,3.0963
258.1129,4.3019,24.1626,58.1178,0.674,10708.1,4.978
258.1396,4.3023,25.2749,60.7932,0.674,11199.43,4.9773
258.1646,4.3027,26.9343,64.7846,0.674,11936.43,4.978
258.176,4.3029,27.1726,65.3576,0.3096,12041.52,2.287
258.1812,4.303,27.5164,66.1846,0.1418,12194.14,1.0477
258.203,4.3034,28.0578,67.4868,0.6133,12433.8,4.5297
258.2242,4.3037,28.9262,69.5757,0.6133,12818.65,4.5297
258.2448,4.3041,29.7952,71.6657,0.6133,13203.5,4.5297
258.2645,4.3044,31.0974,74.7978,0.6133,13780.77,4.5297
258.2774,4.3046,31.3648,75.4411,0.4031,13899.2,2.9768
258.2962,4.3049,32.0041,76.9789,0.6035,14183.44,4.4576
258.3147,4.3052,32.753,78.7801,0.6035,14515.3,4.4576
258.3327,4.3055,33.5125,80.6068,0.6035,14847.17,4.4562
258.3503,4.3058,34.2507,82.3824,0.6035,15179.03,4.4576
258.3673,4.3061,35.3739,85.0842,0.6035,15676.83,4.4576
258.3756,4.3063,35.5468,85.5001,0.2919,15752.67,2.156
258.3803,4.3063,35.8171,86.1501,0.1714,15872.67,1.2657
258.3866,4.3064,36.0455,86.6996,0.2238,15973.55,1.6527
258.4037,4.3067,36.2757,87.2532,0.6223,16076.56,4.5962
258.4208,4.307,36.4878,87.7634,0.6223,16168.35,4.5955
258.4377,4.3073,36.6899,88.2495,0.6223,16260.15,4.5962
